Number	Name (English)	IPA (English)	Evolves from (English)	Name (Japanese)	Evolves from (Japanese)	Name (French)	Evolves from (French)	Name (Spanish)	Evolves from (Spanish)	Name (German)	Evolves from (German)	Name (Italian)	Evolves from (Italian)	Name (Korean)	Evolves from (Korean)	Name (Mandarin)	Evolves from (Mandarin)	Evolves into (English)	Total evolutionary stages	Evolutionary stage code	Baby	Legendary	Types	Weight (lb)	Weight (kg)	Height (in)	Height (m)	Percentage male	Percentage female	HP	Attack	Defense	Special Attack	Special Defense	Speed	Total Power	Bulbapedia URL
0291	Ninjask	ˈnɪndʒæsk	Nincada	tekkanin	tsuchinin	Ninjask	Ningale	Ninjask	Nincada	Ninjask	Nincada	Ninjask	Nincada	Aisukeu	Tojungmon	Tiěmiànrěnzhě	Tǔjūrěnshì	n/a	2	2b	False	False	[('Bug', 'Flying')]	26.5	12.0	31	0.8	50.0	50.0	61	90	45	50	50	160	456	"/wiki/Ninjask_(Pok%C3%A9mon)"
0292	Shedinja	ʃɛdˈɪndʒə	n/a	nukenin	n/a	Munja	n/a	Shedinja	n/a	Ninjatom	n/a	Shedinja	n/a	Kkubjilmon	n/a	Tuōkérěnzhě	n/a	n/a	1	1a	False	False	[('Bug', 'Ghost')]	2.6	1.2	31	0.8	???	???	1	90	45	30	30	40	236	"/wiki/Shedinja_(Pok%C3%A9mon)"
0293	Whismur	ˈhwɪsmɚ	n/a	gonyonyo	n/a	Chuchmur	n/a	Whismur	n/a	Flurmel	n/a	Whismur	n/a	Sogonryong	n/a	Gūniūniū	n/a	{'Loudred'}	3	3a	False	False	[('Normal',)]	35.9	16.3	24	0.6	50.0	50.0	64	51	23	51	23	28	240	"/wiki/Whismur_(Pok%C3%A9mon)"
0294	Loudred	ˈlaʊdɹɛd	Whismur	dogoomu	gonyonyo	Ramboum	Chuchmur	Loudred	Whismur	Krakeelo	Flurmel	Loudred	Whismur	Nogonryong	Sogonryong	Hǒubàodàn	Gūniūniū	{'Exploud'}	3	3b	False	False	[('Normal',)]	89.3	40.5	39	1.0	50.0	50.0	84	71	43	71	43	48	360	"/wiki/Loudred_(Pok%C3%A9mon)"
0295	Exploud	ɛkˈsplaʊd	Loudred	bakuongu	dogoomu	Brouhabam	Ramboum	Exploud	Loudred	Krawumms	Krakeelo	Exploud	Loudred	Pokumryong	Nogonryong	Bàoyīn'guài	Hǒubàodàn	n/a	3	3c	False	False	[('Normal',)]	185.2	84.0	59	1.5	50.0	50.0	104	91	63	91	63	68	480	"/wiki/Exploud_(Pok%C3%A9mon)"
0296	Makuhita	ˌmɑːkuːˈhiːtə	n/a	makunoshita	n/a	Makuhita	n/a	Makuhita	n/a	Makuhita	n/a	Makuhita	n/a	Makeutang	n/a	Mùxiàlìshì	n/a	{'Hariyama'}	2	2a	False	False	[('Fighting',)]	190.5	86.4	39	1.0	75.0	25.0	72	60	30	20	30	25	237	"/wiki/Makuhita_(Pok%C3%A9mon)"
0297	Hariyama	ˌhɑːɹiːˈjɑːmə	Makuhita	hariteyama	makunoshita	Hariyama	Makuhita	Hariyama	Makuhita	Hariyama	Makuhita	Hariyama	Makuhita	Harimung	Makeutang	Tiězhǎnglìshì	Mùxiàlìshì	n/a	2	2b	False	False	[('Fighting',)]	559.5	253.8	91	2.3	75.0	25.0	144	120	60	40	60	50	474	"/wiki/Hariyama_(Pok%C3%A9mon)"
0298	Azurill	əˈzuːɹɪl	n/a	ruriri	n/a	Azurill	n/a	Azurill	n/a	Azurill	n/a	Azurill	n/a	Ruriri	n/a	Lùlìlì	n/a	{'Marill'}	3	3a	True	False	[('Normal', 'Fairy')]	4.4	2.0	8	0.2	25.0	75.0	50	20	40	20	40	20	190	"/wiki/Azurill_(Pok%C3%A9mon)"
0299	Nosepass	ˈnoʊzpæs	n/a	nozupasu	n/a	Tarinor	n/a	Nosepass	n/a	Nasgnet	n/a	Nosepass	n/a	Kokopas	n/a	Cháoběibí	n/a	{'Probopass'}	2	2a	False	False	[('Rock',)]	213.8	97.0	39	1.0	50.0	50.0	30	45	135	45	90	30	375	"/wiki/Nosepass_(Pok%C3%A9mon)"
0300	Skitty	ˈskɪtiː	n/a	eneko	n/a	Skitty	n/a	Skitty	n/a	Eneco	n/a	Skitty	n/a	Enabi	n/a	Xiàngwěimiāo	n/a	{'Delcatty'}	2	2a	False	False	[('Normal',)]	24.3	11.0	24	0.6	25.0	75.0	50	45	45	35	35	50	260	"/wiki/Skitty_(Pok%C3%A9mon)"
0301	Delcatty	ˈdɛlkætiː	Skitty	enekororo	eneko	Delcatty	Skitty	Delcatty	Skitty	Enekoro	Eneco	Delcatty	Skitty	Delcatty	Enabi	Yōuyǎmāo	Xiàngwěimiāo	n/a	2	2b	False	False	[('Normal',)]	71.9	32.6	43	1.1	25.0	75.0	70	65	65	55	55	70	380	"/wiki/Delcatty_(Pok%C3%A9mon)"
0302	Sableye	ˈseɪbəlaɪ	n/a	yamirami	n/a	Ténéfix	n/a	Sableye	n/a	Zobiris	n/a	Sableye	n/a	Kamkami	n/a	Gōuhúnyǎn	n/a	n/a	1	1a	False	False	[('Dark', 'Ghost')]	24.3	11.0	20	0.5	50.0	50.0	50	75	75	65	65	50	380	"/wiki/Sableye_(Pok%C3%A9mon)"
0303	Mawile	ˈmɑːwaɪl	n/a	kuchiito	n/a	Mysdibule	n/a	Mawile	n/a	Flunkifer	n/a	Mawile	n/a	Ipchitt	n/a	Dàzuǐwá	n/a	n/a	1	1a	False	False	[('Steel', 'Fairy')]	25.4	11.5	24	0.6	50.0	50.0	50	85	85	55	55	50	380	"/wiki/Mawile_(Pok%C3%A9mon)"
0304	Aron	ˈɛɹɑːn	n/a	kokodora	n/a	Galekid	n/a	Aron	n/a	Stollunior	n/a	Aron	n/a	Gabori	n/a	Kěkěduōlā	n/a	{'Lairon'}	3	3a	False	False	[('Steel', 'Rock')]	132.3	60.0	16	0.4	50.0	50.0	50	70	100	40	40	30	330	"/wiki/Aron_(Pok%C3%A9mon)"
0305	Lairon	ˈlɛɹɑːn	Aron	kodora	kokodora	Galegon	Galekid	Lairon	Aron	Stollrak	Stollunior	Lairon	Aron	Gaengdora	Gabori	Kěduōlā	Kěkěduōlā	{'Aggron'}	3	3b	False	False	[('Steel', 'Rock')]	264.6	120.0	35	0.9	50.0	50.0	60	90	140	50	50	40	430	"/wiki/Lairon_(Pok%C3%A9mon)"
0306	Aggron	ˈæɡɹɑːn	Lairon	bosugodora	kodora	Galeking	Galegon	Aggron	Lairon	Stolloss	Stollrak	Aggron	Lairon	Bosrora	Gaengdora	Bōshìkěduōlā	Kěduōlā	n/a	3	3c	False	False	[('Steel', 'Rock')]	793.7	360.0	83	2.1	50.0	50.0	70	110	180	60	60	50	530	"/wiki/Aggron_(Pok%C3%A9mon)"
0307	Meditite	ˈmɛdətaɪt	n/a	asanan	n/a	Méditikka	n/a	Meditite	n/a	Meditie	n/a	Meditite	n/a	Yogarang	n/a	Mǎshānà	n/a	{'Medicham'}	2	2a	False	False	[('Fighting', 'Psychic')]	24.7	11.2	24	0.6	50.0	50.0	30	40	55	40	55	60	280	"/wiki/Meditite_(Pok%C3%A9mon)"
0308	Medicham	ˈmɛdətʃæm	Meditite	chaaremu	asanan	Charmina	Méditikka	Medicham	Meditite	Meditalis	Meditie	Medicham	Meditite	Yogaram	Yogarang	Qiàléimǔ	Mǎshānà	n/a	2	2b	False	False	[('Fighting', 'Psychic')]	69.4	31.5	51	1.3	50.0	50.0	60	60	75	60	75	80	410	"/wiki/Medicham_(Pok%C3%A9mon)"
0309	Electrike	ɪˈlɛktɹɑɪk	n/a	rakurai	n/a	Dynavolt	n/a	Electrike	n/a	Frizelbliz	n/a	Electrike	n/a	Thunderai	n/a	Luòléishòu	n/a	{'Manectric'}	2	2a	False	False	[('Electric',)]	33.5	15.2	24	0.6	50.0	50.0	40	45	40	65	40	65	295	"/wiki/Electrike_(Pok%C3%A9mon)"
0310	Manectric	meɪˈnɛktɹɪk	Electrike	raiboruto	rakurai	Élecsprint	Dynavolt	Manectric	Electrike	Voltenso	Frizelbliz	Manectric	Electrike	Thundervolt	Thunderai	Léidiànshòu	Luòléishòu	n/a	2	2b	False	False	[('Electric',)]	88.6	40.2	59	1.5	50.0	50.0	70	75	60	105	60	105	475	"/wiki/Manectric_(Pok%C3%A9mon)"
0311	Plusle	ˈplʌsəl	n/a	purasuru	n/a	Posipi	n/a	Plusle	n/a	Plusle	n/a	Plusle	n/a	Plusy	n/a	Zhèngdiànpāipāi	n/a	n/a	1	1a	False	False	[('Electric',)]	9.3	4.2	16	0.4	50.0	50.0	60	50	40	85	75	95	405	"/wiki/Plusle_(Pok%C3%A9mon)"
0312	Minun	ˈmaɪnən	n/a	mainan	n/a	Négapi	n/a	Minun	n/a	Minun	n/a	Minun	n/a	Mainong	n/a	Fùdiànpāipāi	n/a	n/a	1	1a	False	False	[('Electric',)]	9.3	4.2	16	0.4	50.0	50.0	60	40	50	75	85	95	405	"/wiki/Minun_(Pok%C3%A9mon)"
0313	Volbeat	ˈvoʊlbiːt	n/a	barubiito	n/a	Muciole	n/a	Volbeat	n/a	Volbeat	n/a	Volbeat	n/a	Volbeat	n/a	Diànyíngchóng	n/a	n/a	1	1a	False	False	[('Bug',)]	39.0	17.7	28	0.7	100.0	0.0	65	73	55	47	75	85	400	"/wiki/Volbeat_(Pok%C3%A9mon)"
0314	Illumise	ɪluˈmiːzeɪ	n/a	irumiize	n/a	Lumivole	n/a	Illumise	n/a	Illumise	n/a	Illumise	n/a	Neobeat	n/a	Tiántiányíng	n/a	n/a	1	1a	False	False	[('Bug',)]	39.0	17.7	24	0.6	0.0	100.0	65	47	55	73	75	85	400	"/wiki/Illumise_(Pok%C3%A9mon)"
0315	Roselia	ɹoʊˈzɛliːə	Budew	rozeria	subomii	Rosélia	Rozbouton	Roselia	Budew	Roselia	Knospi	Roselia	Budew	Rozelia	Komongul	Dúqiángwéi / Dúqiángwēi	Hánxiūbāo	{'Roserade'}	3	3b	False	False	[('Grass', 'Poison')]	4.4	2.0	12	0.3	50.0	50.0	50	60	45	100	80	65	400	"/wiki/Roselia_(Pok%C3%A9mon)"
0316	Gulpin	ˈɡʊlpɪn	n/a	gokurin	n/a	Gloupti	n/a	Gulpin	n/a	Schluppuck	n/a	Gulpin	n/a	Kolkkakmon	n/a	Róngshíshòu	n/a	{'Swalot'}	2	2a	False	False	[('Poison',)]	22.7	10.3	16	0.4	50.0	50.0	70	43	53	43	53	40	302	"/wiki/Gulpin_(Pok%C3%A9mon)"
0317	Swalot	ˈswɑːlɑːt	Gulpin	marunoomu	gokurin	Avaltout	Gloupti	Swalot	Gulpin	Schlukwech	Schluppuck	Swalot	Gulpin	Koolkkokmon	Kolkkakmon	Tūnshíshòu	Róngshíshòu	n/a	2	2b	False	False	[('Poison',)]	176.4	80.0	67	1.7	50.0	50.0	100	73	83	73	83	55	467	"/wiki/Swalot_(Pok%C3%A9mon)"
0318	Carvanha	kɑːɹˈvɑːnə	n/a	kibania	n/a	Carvanha	n/a	Carvanha	n/a	Kanivanha	n/a	Carvanha	n/a	Sharpnia	n/a	Lìyáyú	n/a	{'Sharpedo'}	2	2a	False	False	[('Water', 'Dark')]	45.9	20.8	31	0.8	50.0	50.0	45	90	20	65	20	65	305	"/wiki/Carvanha_(Pok%C3%A9mon)"
0319	Sharpedo	ʃɑːɹˈpiːdoʊ	Carvanha	samehadaa	kibania	Sharpedo	Carvanha	Sharpedo	Carvanha	Tohaido	Kanivanha	Sharpedo	Carvanha	Sharknia	Sharpnia	Jùyáshā	Lìyáyú	n/a	2	2b	False	False	[('Water', 'Dark')]	195.8	88.8	71	1.8	50.0	50.0	70	120	40	95	40	95	460	"/wiki/Sharpedo_(Pok%C3%A9mon)"
0320	Wailmer	ˈweɪlmɚ	n/a	hoeruko	n/a	Wailmer	n/a	Wailmer	n/a	Wailmer	n/a	Wailmer	n/a	Goraewangja	n/a	Hǒuhǒujīng	n/a	{'Wailord'}	2	2a	False	False	[('Water',)]	286.6	130.0	79	2.0	50.0	50.0	130	70	35	70	35	60	400	"/wiki/Wailmer_(Pok%C3%A9mon)"
0321	Wailord	ˈweɪlɔːɹd	Wailmer	hoeruoo	hoeruko	Wailord	Wailmer	Wailord	Wailmer	Wailord	Wailmer	Wailord	Wailmer	Goraewang	Goraewangja	Hǒujīngwáng	Hǒuhǒujīng	n/a	2	2b	False	False	[('Water',)]	877.4	398.0	571	14.5	50.0	50.0	170	90	45	90	45	60	500	"/wiki/Wailord_(Pok%C3%A9mon)"
0322	Numel	ˈnʌməl	n/a	donmeru	n/a	Chamallot	n/a	Numel	n/a	Camaub	n/a	Numel	n/a	Doonta	n/a	Dāihuǒtuó	n/a	{'Camerupt'}	2	2a	False	False	[('Fire', 'Ground')]	52.9	24.0	28	0.7	50.0	50.0	60	60	40	65	45	35	305	"/wiki/Numel_(Pok%C3%A9mon)"
0323	Camerupt	ˈkæmɚʌpt	Numel	bakuuda	donmeru	Camérupt	Chamallot	Camerupt	Numel	Camerupt	Camaub	Camerupt	Numel	Pokta	Doonta	Pēnhuǒtuó	Dāihuǒtuó	n/a	2	2b	False	False	[('Fire', 'Ground')]	485.0	220.0	75	1.9	50.0	50.0	70	100	70	105	75	40	460	"/wiki/Camerupt_(Pok%C3%A9mon)"
0324	Torkoal	ˈtɔːɹkoʊl	n/a	kootasu	n/a	Chartor	n/a	Torkoal	n/a	Qurtel	n/a	Torkoal	n/a	Kotas	n/a	Méitàngūi	n/a	n/a	1	1a	False	False	[('Fire',)]	177.3	80.4	20	0.5	50.0	50.0	70	85	140	85	70	20	470	"/wiki/Torkoal_(Pok%C3%A9mon)"
0325	Spoink	spɔɪŋk	n/a	banebuu	n/a	Spoink	n/a	Spoink	n/a	Spoink	n/a	Spoink	n/a	Pigjump	n/a	Tiàotiàozhū	n/a	{'Grumpig'}	2	2a	False	False	[('Psychic',)]	67.5	30.6	28	0.7	50.0	50.0	60	25	35	70	80	60	330	"/wiki/Spoink_(Pok%C3%A9mon)"
0326	Grumpig	ˈɡɹʌmpɪɡ	Spoink	buupiggu	banebuu	Groret	Spoink	Grumpig	Spoink	Groink	Spoink	Grumpig	Spoink	Pigking	Pigjump	Pūpūzhū	Tiàotiàozhū	n/a	2	2b	False	False	[('Psychic',)]	157.6	71.5	35	0.9	50.0	50.0	80	45	65	90	110	80	470	"/wiki/Grumpig_(Pok%C3%A9mon)"
0327	Spinda	ˈspɪndə	n/a	patchiiru	n/a	Spinda	n/a	Spinda	n/a	Pandir	n/a	Spinda	n/a	Ollugi	n/a	Huànghuàngbān	n/a	n/a	1	1a	False	False	[('Normal',)]	11.0	5.0	43	1.1	50.0	50.0	60	60	60	60	60	60	360	"/wiki/Spinda_(Pok%C3%A9mon)"
0328	Trapinch	ˈtɹæpɪntʃ	n/a	nakkuraa	n/a	Kraknoix	n/a	Trapinch	n/a	Knacklion	n/a	Trapinch	n/a	Topchi	n/a	Dà'èyǐ	n/a	{'Vibrava'}	3	3a	False	False	[('Ground',)]	33.1	15.0	28	0.7	50.0	50.0	45	100	45	45	45	10	290	"/wiki/Trapinch_(Pok%C3%A9mon)"
0329	Vibrava	vaɪˈbɹɑːvə	Trapinch	biburaaba	nakkuraa	Vibraninf	Kraknoix	Vibrava	Trapinch	Vibrava	Knacklion	Vibrava	Trapinch	Vibrava	Topchi	Chāoyīnbōyòuchóng	Dà'èyǐ	{'Flygon'}	3	3b	False	False	[('Ground', 'Dragon')]	33.7	15.3	43	1.1	50.0	50.0	50	70	50	50	50	70	340	"/wiki/Vibrava_(Pok%C3%A9mon)"
0330	Flygon	ˈflaɪɡɑːn	Vibrava	furaigon	biburaaba	Libégon	Vibraninf	Flygon	Vibrava	Libelldra	Vibrava	Flygon	Vibrava	Flygon	Vibrava	Shāmòqīngtíng	Chāoyīnbōyòuchóng	n/a	3	3c	False	False	[('Ground', 'Dragon')]	180.8	82.0	79	2.0	50.0	50.0	80	100	80	80	80	100	520	"/wiki/Flygon_(Pok%C3%A9mon)"
0331	Cacnea	ˈkækniːə	n/a	sabonea	n/a	Cacnea	n/a	Cacnea	n/a	Tuska	n/a	Cacnea	n/a	Seoninwang	n/a	Cìqiúxiānrénzhǎng	n/a	{'Cacturne'}	2	2a	False	False	[('Grass',)]	113.1	51.3	16	0.4	50.0	50.0	50	85	40	85	40	35	335	"/wiki/Cacnea_(Pok%C3%A9mon)"
0332	Cacturne	ˈkæktɚn	Cacnea	nokutasu	sabonea	Cacturne	Cacnea	Cacturne	Cacnea	Noktuska	Tuska	Cacturne	Cacnea	Bamseonin	Seoninwang	Mènggēxiānrénzhǎng	Cìqiúxiānrénzhǎng	n/a	2	2b	False	False	[('Grass', 'Dark')]	170.6	77.4	51	1.3	50.0	50.0	70	115	60	115	60	55	475	"/wiki/Cacturne_(Pok%C3%A9mon)"
0333	Swablu	ˈswɑːbluː	n/a	chirutto	n/a	Tylton	n/a	Swablu	n/a	Wablu	n/a	Swablu	n/a	Pavico	n/a	Qīngmiánniǎo	n/a	{'Altaria'}	2	2a	False	False	[('Normal', 'Flying')]	2.6	1.2	16	0.4	50.0	50.0	45	40	60	40	75	50	310	"/wiki/Swablu_(Pok%C3%A9mon)"
0334	Altaria	ɑːlˈtɑːɹiːə	Swablu	chirutarisu	chirutto	Altaria	Tylton	Altaria	Swablu	Altaria	Wablu	Altaria	Swablu	Pavicori	Pavico	Qīxìqīngniǎo	Qīngmiánniǎo	n/a	2	2b	False	False	[('Dragon', 'Flying')]	45.4	20.6	43	1.1	50.0	50.0	75	70	90	70	105	80	490	"/wiki/Altaria_(Pok%C3%A9mon)"
0335	Zangoose	ˈzæŋɡus	n/a	zanguusu	n/a	Mangriff	n/a	Zangoose	n/a	Sengo	n/a	Zangoose	n/a	Zanggo	n/a	Māoyòuzhǎn	n/a	n/a	1	1a	False	False	[('Normal',)]	88.8	40.3	51	1.3	50.0	50.0	73	115	60	60	60	90	458	"/wiki/Zangoose_(Pok%C3%A9mon)"
0336	Seviper	səˈvaɪpɚ	n/a	habuneeku	n/a	Séviper	n/a	Seviper	n/a	Vipitis	n/a	Seviper	n/a	Seviper	n/a	Fànchíshé	n/a	n/a	1	1a	False	False	[('Poison',)]	115.7	52.5	106	2.7	50.0	50.0	73	100	60	100	60	65	458	"/wiki/Seviper_(Pok%C3%A9mon)"
0337	Lunatone	ˈluːnətoʊn	n/a	runatoon	n/a	Séléroc	n/a	Lunatone	n/a	Lunastein	n/a	Lunatone	n/a	Lunatone	n/a	Yuèshí	n/a	n/a	1	1a	False	False	[('Rock', 'Psychic')]	370.4	168.0	39	1.0	???	???	70	55	65	95	85	70	440	"/wiki/Lunatone_(Pok%C3%A9mon)"
0338	Solrock	ˈsɔːlɹɑːk	n/a	sorurokku	n/a	Solaroc	n/a	Solrock	n/a	Sonnfel	n/a	Solrock	n/a	Solrock	n/a	Tàiyángyán	n/a	n/a	1	1a	False	False	[('Rock', 'Psychic')]	339.5	154.0	47	1.2	???	???	70	95	85	55	65	70	440	"/wiki/Solrock_(Pok%C3%A9mon)"
0339	Barboach	ˈbɑːɹboʊtʃ	n/a	dojotchi	n/a	Barloche	n/a	Barboach	n/a	Schmerbe	n/a	Barboach	n/a	Mikuri	n/a	Níníqiū	n/a	{'Whiscash'}	2	2a	False	False	[('Water', 'Ground')]	4.2	1.9	16	0.4	50.0	50.0	50	48	43	46	41	60	288	"/wiki/Barboach_(Pok%C3%A9mon)"
0340	Whiscash	ˈhwɪskæʃ	Barboach	namazun	dojotchi	Barbicha	Barloche	Whiscash	Barboach	Welsar	Schmerbe	Whiscash	Barboach	Meging	Mikuri	Niányúwáng	Níníqiū	n/a	2	2b	False	False	[('Water', 'Ground')]	52.0	23.6	35	0.9	50.0	50.0	110	78	73	76	71	60	468	"/wiki/Whiscash_(Pok%C3%A9mon)"
0341	Corphish	ˈkɔːɹfɪʃ	n/a	heigani	n/a	Écrapince	n/a	Corphish	n/a	Krebscorps	n/a	Corphish	n/a	Gazegun	n/a	Lóngxiāxiǎobīng	n/a	{'Crawdaunt'}	2	2a	False	False	[('Water',)]	25.4	11.5	24	0.6	50.0	50.0	43	80	65	50	35	35	308	"/wiki/Corphish_(Pok%C3%A9mon)"
0342	Crawdaunt	ˈkrɑːdɑːnt	Corphish	shizarigaa	heigani	Colhomard	Écrapince	Crawdaunt	Corphish	Krebutack	Krebscorps	Crawdaunt	Corphish	Gajaejanggun	Gazegun	Tiě'áolóngxiā	Lóngxiāxiǎobīng	n/a	2	2b	False	False	[('Water', 'Dark')]	72.3	32.8	43	1.1	50.0	50.0	63	120	85	90	55	55	468	"/wiki/Crawdaunt_(Pok%C3%A9mon)"
0343	Baltoy	ˈbɑːltɔɪ	n/a	yajiron	n/a	Balbuto	n/a	Baltoy	n/a	Puppance	n/a	Baltoy	n/a	Ohttukgun	n/a	Tiānpíng'ǒu	n/a	{'Claydol'}	2	2a	False	False	[('Ground', 'Psychic')]	47.4	21.5	20	0.5	???	???	40	40	55	40	70	55	300	"/wiki/Baltoy_(Pok%C3%A9mon)"
0344	Claydol	ˈkleɪdɔl	Baltoy	nendooru	yajiron	Kaorine	Balbuto	Claydol	Baltoy	Lepumentas	Puppance	Claydol	Baltoy	Zeumtodori	Ohttukgun	Niànlìtǔ'ǒu	Tiānpíng'ǒu	n/a	2	2b	False	False	[('Ground', 'Psychic')]	238.0	108.0	59	1.5	???	???	60	70	105	70	120	75	500	"/wiki/Claydol_(Pok%C3%A9mon)"
0345	Lileep	lɪlˈiːp	n/a	ririira	n/a	Lilia	n/a	Lileep	n/a	Liliep	n/a	Lileep	n/a	Lilring	n/a	Chùshǒubǎihé	n/a	{'Cradily'}	2	2a	False	False	[('Rock', 'Grass')]	52.5	23.8	39	1.0	87.5	12.5	66	41	77	61	87	23	355	"/wiki/Lileep_(Pok%C3%A9mon)"
0346	Cradily	kɹeɪˈdɪliː	Lileep	yureidoru	ririira	Vacilys	Lilia	Cradily	Lileep	Wielie	Liliep	Cradily	Lileep	Lilriyo	Lilring	Yáolánbǎihé	Chùshǒubǎihé	n/a	2	2b	False	False	[('Rock', 'Grass')]	133.2	60.4	59	1.5	87.5	12.5	86	81	97	81	107	43	495	"/wiki/Cradily_(Pok%C3%A9mon)"
0347	Anorith	ˈænəɹɪθ	n/a	anopusu	n/a	Anorith	n/a	Anorith	n/a	Anorith	n/a	Anorith	n/a	Anodeeps	n/a	Tàigǔyǔchóng	n/a	{'Armaldo'}	2	2a	False	False	[('Rock', 'Bug')]	27.6	12.5	28	0.7	87.5	12.5	45	95	50	40	50	75	355	"/wiki/Anorith_(Pok%C3%A9mon)"
0348	Armaldo	ɑːɹˈmɑːldoʊ	Anorith	aamarudo	anopusu	Armaldo	Anorith	Armaldo	Anorith	Armaldo	Anorith	Armaldo	Anorith	Amaldo	Anodeeps	Tàigǔkuījiǎ	Tàigǔyǔchóng	n/a	2	2b	False	False	[('Rock', 'Bug')]	150.4	68.2	59	1.5	87.5	12.5	75	125	100	70	80	45	495	"/wiki/Armaldo_(Pok%C3%A9mon)"
0349	Feebas	ˈfiːbæs	n/a	hinbasu	n/a	Barpau	n/a	Feebas	n/a	Barschwa	n/a	Feebas	n/a	Vintina	n/a	Chǒuchǒuyú	n/a	{'Milotic'}	2	2a	False	False	[('Water',)]	16.3	7.4	24	0.6	50.0	50.0	20	15	20	10	55	80	200	"/wiki/Feebas_(Pok%C3%A9mon)"
0350	Milotic	ˈmaɪloʊtɪk	Feebas	mirokarosu	hinbasu	Milobellus	Barpau	Milotic	Feebas	Milotic	Barschwa	Milotic	Feebas	Milotic	Vintina	Měinàsī	Chǒuchǒuyú	n/a	2	2b	False	False	[('Water',)]	357.1	162.0	244	6.2	50.0	50.0	95	60	79	100	125	81	540	"/wiki/Milotic_(Pok%C3%A9mon)"
0351	Castform	ˈkæstfɔːɹm	n/a	powarun	n/a	Morphéo	n/a	Castform	n/a	Formeo	n/a	Castform	n/a	Castpong	n/a	Piāofúpàopào	n/a	n/a	1	1a	False	False	[('Normal',), ('Fire',), ('Water',), ('Ice',)]	1.8	0.8	12	0.3	50.0	50.0	70	70	70	70	70	70	420	"/wiki/Castform_(Pok%C3%A9mon)"
0352	Kecleon	ˈkɛkliːɑːn	n/a	kakureon	n/a	Kecleon	n/a	Kecleon	n/a	Kecleon	n/a	Kecleon	n/a	Kelimon	n/a	Biānyǐnlóng	n/a	n/a	1	1a	False	False	[('Normal',)]	48.5	22.0	39	1.0	50.0	50.0	60	90	70	60	120	40	440	"/wiki/Kecleon_(Pok%C3%A9mon)"
0353	Shuppet	ˈʃʌpət	n/a	kagebouzu	n/a	Polichombr	n/a	Shuppet	n/a	Shuppet	n/a	Shuppet	n/a	Udumdaesin	n/a	Yuànyǐngwáwa	n/a	{'Banette'}	2	2a	False	False	[('Ghost',)]	5.1	2.3	24	0.6	50.0	50.0	44	75	35	63	33	45	295	"/wiki/Shuppet_(Pok%C3%A9mon)"
0354	Banette	beɪˈnɛt	Shuppet	jupetta	kagebouzu	Branette	Polichombr	Banette	Shuppet	Banette	Shuppet	Banette	Shuppet	Darkpet	Udumdaesin	Zǔzhòuwáwa	Yuànyǐngwáwa	n/a	2	2b	False	False	[('Ghost',)]	27.6	12.5	43	1.1	50.0	50.0	64	115	65	83	63	65	455	"/wiki/Banette_(Pok%C3%A9mon)"
0355	Duskull	ˈdʌskəl	n/a	yomawaru	n/a	Skelénox	n/a	Duskull	n/a	Zwirrlicht	n/a	Duskull	n/a	Haegolmong	n/a	Yèxúnlíng	n/a	{'Dusclops'}	3	3a	False	False	[('Ghost',)]	33.1	15.0	31	0.8	50.0	50.0	20	40	90	30	90	25	295	"/wiki/Duskull_(Pok%C3%A9mon)"
0356	Dusclops	ˈdʌsklɑːps	Duskull	samayooru	yomawaru	Téraclope	Skelénox	Dusclops	Duskull	Zwirrklop	Zwirrlicht	Dusclops	Duskull	Miramong	Haegolmong	Fǎnghuángyèlíng	Yèxúnlíng	{'Dusknoir'}	3	3b	False	False	[('Ghost',)]	67.5	30.6	63	1.6	50.0	50.0	40	70	130	60	130	25	455	"/wiki/Dusclops_(Pok%C3%A9mon)"
0357	Tropius	ˈtɹɑːpiːəs	n/a	toropiusu	n/a	Tropius	n/a	Tropius	n/a	Tropius	n/a	Tropius	n/a	Tropius	n/a	Rèdàilóng	n/a	n/a	1	1a	False	False	[('Grass', 'Flying')]	220.5	100.0	79	2.0	50.0	50.0	99	68	83	72	87	51	460	"/wiki/Tropius_(Pok%C3%A9mon)"
0358	Chimecho	tʃaɪˈmɛkoʊ	Chingling	chiriin	riishan	Éoko	Korillon	Chimecho	Chingling	Palimpalim	Klingplim	Chimecho	Chingling	Chirung	Rangttallang	Fēnglínglíng	Língdāngxiǎng	n/a	2	2b	False	False	[('Psychic',)]	2.2	1.0	24	0.6	50.0	50.0	65	50	70	95	80	65	425	"/wiki/Chimecho_(Pok%C3%A9mon)"
0359	Absol	ˈæbsɔːl	n/a	abusoru	n/a	Absol	n/a	Absol	n/a	Absol	n/a	Absol	n/a	Absol	n/a	Ābósuōlǔ	n/a	n/a	1	1a	False	False	[('Dark',)]	103.6	47.0	47	1.2	50.0	50.0	65	130	60	75	60	75	465	"/wiki/Absol_(Pok%C3%A9mon)"
0360	Wynaut	ˈwaɪnɑːt	n/a	soonano	n/a	Okéoké	n/a	Wynaut	n/a	Isso	n/a	Wynaut	n/a	Maza	n/a	Xiǎoguǒrán	n/a	{'Wobbuffet'}	2	2a	True	False	[('Psychic',)]	30.9	14.0	24	0.6	50.0	50.0	95	23	48	23	48	23	260	"/wiki/Wynaut_(Pok%C3%A9mon)"
